學校代碼,公私立,學校體制,學校名稱,領域代碼,領域名稱,學門代碼,學門名稱,學類代碼,學類名稱,科系代碼,科系名稱,電話,電話分機,傳真,電子郵件,網址
1034,私立,技職校院,弘光科技大學,8,服務領域,81,民生學門,8108,美容學類,810802,化妝品應用系,04-2631-8652,5332,04-2632-1046,ac@web.hk.edu.tw,web.hk.edu.tw/~ac/
1034,私立,技職校院,弘光科技大學,8,服務領域,81,民生學門,8108,美容學類,810810,美髮造型設計系,04-2631-8652,7201,04-2631-7478,hair@web.hk.edu.tw,hair.hk.edu.tw/main.php
1034,私立,技職校院,弘光科技大學,8,服務領域,85,環境保護學門,8502,環境防災學類,850201,職業安全與防災所,04-2631-8652,4001,04-2652-5245,she@web.hk.edu.tw,she.hk.edu.tw/main.php
1035,私立,大學校院,中國醫藥大學,3,社會科學、商業及法律領域,34,商業及管理學門,3409,醫管學類,340901,醫務管理學系,04-2205-3366,6301,04-2203-1108,aca64@mail.cmu.edu.tw,http://hsa.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420302,生物科技學系,04-2205-3366,2501,04-2207-1507,bst@mail.cmu.edu.tw,http://bst.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,4,科學領域,42,生命科學學門,4203,生物科技學類,420325,生物科技產業博士學位學程,04-2205-3366,8101,04-2207-1507,aca98@mail.cmu.edu.tw,http://www.cmu.edu.tw/college_cbfs.php
1035,私立,大學校院,中國醫藥大學,4,科學領域,42,生命科學學門,4205,生物化學學類,420503,生物醫學研究所,04-2205-2121,7732,04-2233-3641,gibs@mail.cmu.edu.tw,http://gibs.cmu.edu.tw/index.php
1035,私立,大學校院,中國醫藥大學,5,工程、製造及營造領域,52,工程學門,5211,生醫工程學類,521108,生物醫學工程碩士學位學程,04-2205-3366,7701,04-2207-3556,aca21@mail.cmu.edu.tw,http://bmed.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,6,農學領域,64,獸醫學門,6401,獸醫學類,640111,中獸醫碩士學位學程,04-2205-3366,3201,04-2206-5141,vet@mail.cmu.edu.tw,http://vet.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720101,醫學系,04-2205-3366,2101,04-2205-3764,aca01@mail.cmu.edu.tw,http://cmumd.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720104,中醫學系,04-2205-3366,3101,04-2201-3703,aca02@mail.cmu.edu.tw,http://chmed.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720105,針灸研究所,04-2205-3366,3609,04-2203-5191,gias@mail.cmu.edu.tw,http://gias.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720118,中西醫結合研究所,04-2205-3366,3501,04-2203-7690,aca73@mail.cmu.edu.tw,http://cmucacwa.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720128,國際針灸碩士學位學程,04-2205-3366,3609,04-2203-5191,gias@mail.cmu.edu.tw,http://asimp.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720131,轉譯醫學博士學位學程,04-2205-2121,7830,04-2205-2121轉7810,aca76@mail.cmu.edu.tw,http://aca92.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720132,老化醫學博士學位學程,04-2205-2121,7716,04-2233-3641,aca90@mail.cmu.edu.tw,http://aca90.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720134,學士後中醫學系,04-2205-3366,3201,04-2206-5141,spbcm@mail.cmu.edu.tw,http://spbcm.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7201,醫學學類,720139,國際生物醫學碩士學位學程,04-2205-2121,7732,04-2233-3641,impbs@mail.cmu.edu.tw,http://impbs.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7202,公共衛生學類,720201,公共衛生國際碩士學位學程,04-2205-3366,6128,04-2201-9901,aca65@mail.cmu.edu.tw,http://cmuph.cmu.edu.tw/english/index.html
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7202,公共衛生學類,720201,公共衛生學系,04-2205-3366,6101,04-2201-9901,aca04@mail.cmu.edu.tw,http://cmuph.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7202,公共衛生學類,720209,職業安全與衛生學系,04-2205-3366,6201,04-2203-0418,cmcdosh@mail.cmu.edu.tw,http://cmudosh.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7202,公共衛生學類,720226,人畜共通傳染病碩士學位學程,04-2205-3366,6101,04-2201-9901,aca65@mail.cmu.edu.tw,http://zoonoses.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720301,藥學系,04-2205-3366,5101,04-2207-8083,aca03@mail.cmu.edu.tw,http://pharmacy.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720310,製藥碩士學位學程,04-2205-3366,5601,04-2207-8083,pharmac@mail.cmu.edu.tw,http://pharmac.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720315,藥用化妝品學系,04-2205-3366,5301,04-2207-8083,aca80@mail.cmu.edu.tw,http://cmuscc.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720323,癌症生物與藥物研發博士學位學程,04-2202-2121,7817,04-2233-7974,aca89@mail.cmu.edu.tw,http://cancerbiodrug.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720324,中國藥學暨中藥資源學系,04-2205-3366,5201,04-2207-8083,aca20@mail.cmu.edu.tw,http://cmuscmr.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720333,生技製藥產業博士學位學程,04-2205-3366,5601,04-2207-8083,pharmacy@mail.cmu.edu.tw,http://cpharm.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7203,藥學學類,720334,新藥開發研究所,04-2205-3366,8101,04-2207-1507,aca98@mail.cmu.edu.tw,http://www.cmu.edu.tw/college_cbfs.php
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7204,復健醫學學類,720401,物理治療學系,04-2205-3366,7301,04-2206-5051,aca70@mail.cmu.edu.tw,http://cmupt.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7204,復健醫學學類,720407,運動醫學系,04-2205-3366,7601,04-2206-1724,ssm@mail.cmu.edu.tw,http://cmussm.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7205,營養學類,720507,營養學系,04-2205-3366,7501,04-2206-2891,aca60@mail.cmu.edu.tw,http://cmuntt.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720601,護理學系,04-2205-3366,7101,04-2205-3748,aca05@mail.cmu.edu.tw,http://cmunur.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7206,護理學類,720613,二年制呼吸治療學系,04-2205-3366,7901,04-2207-8495,aca81@mail.cmu.edu.tw,http://rt.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7207,醫學技術及檢驗學類,720708,醫學檢驗生物技術學系,04-2205-3366,7201,04-2205-7414,aca07@mail.cmu.edu.tw,http://cmumt.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7207,醫學技術及檢驗學類,720712,生物醫學影像暨放射科學學系,04-2205-3366,7801,04-2208-1447,aca26@mail.cmu.edu.tw,http://mrt.cmu.edu.tw/
1035,私立,大學校院,中國醫藥大學,7,醫藥衛生及社福領域,72,醫藥衛生學門,7208,牙醫學類,720801,牙醫學系,04-2205-3366,2302,04-2201-4043,cmcd@mail.cmu.edu.tw,http://cmud.cmu.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,03-458-1196,7901,03-250-3014,jan@uch.edu.tw,web.uch.edu.tw/afl/
1036,私立,技職校院,健行學校財團法人健行科技大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230203,數位多媒體設計系,03-458-1196,5901,03-250-3906,uchdmd@uch.edu.tw,web.uch.edu.tw/dmd/
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,03-458-1196,7101,03-250-3909,gyk1012@uch.edu.tw,web.uch.edu.tw/ba/
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340309,國際企業經營系,03-458-1196,6301,03-250-3023,venus@uch.edu.tw,web.uch.edu.tw/IB/index.php
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340501,財務金融系,03-458-1196,6701,03-250-3879,rainhsueh@uch.edu.tw,www.fd.uch.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3408,行銷與流通學類,340802,行銷與流通管理系,03-458-1196,7501,03-250-3032,wcyang@uch.edu.tw,http://www.mdm.uch.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349906,工業管理系,03-458-1196,6101,03-250-3908,scwen@uch.edu.tw,web.uch.edu.tw/newie/
1036,私立,技職校院,健行學校財團法人健行科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349945,物業經營與管理系,03-458-1196,5751,03-250-3010,soong@uch.edu.tw,web.uch.edu.tw/dpm/
1036,私立,技職校院,健行學校財團法人健行科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,03-458-1196,7301,03-250-3910,Smeiyang@uch.edu.tw,web.uch.edu.tw/im/
1036,私立,技職校院,健行學校財團法人健行科技大學,4,科學領域,48,電算機學門,4805,電算機應用學類,480513,應用空間資訊系,03-458-1196,7201,03-250-3856,gwlee@uch.edu.tw,aps2.uch.edu.tw/acade_search/ag/index.html
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程系,03-458-1196,5301,03-250-3016,brian6933@uch.edu.tw,www.ee.uch.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程系,03-458-1196,5101,03-250-3862,etdept@uch.edu.tw,web.uch.edu.tw/etuch/
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程系,03-458-1196,7701,03-250-3013,yllong@uch.edu.tw,www.csie.uch.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程系,03-458-1196,5501,03-250-3872,cjchiu@uch.edu.tw,www.me.uch.edu.tw/
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520301,土木工程(學)系,03-458-1196,5700,03-250-3017,cedept@uch.edu.tw,120.124.185.249/joomla/
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520301,空間資訊與防災科技研究所,03-458-1196,5701,03-250-3017,cedept@uch.edu.tw,aps2.uch.edu.tw/acade_search/dedr/index-0.html
1036,私立,技職校院,健行學校財團法人健行科技大學,5,工程、製造及營造領域,52,工程學門,5205,材料工程學類,520519,材料製造科技學位學程,03-458-1196,5551,03-250-3898,jnliao@uch.edu.tw,120.124.185.249/coe/mmt/
1036,私立,技職校院,健行學校財團法人健行科技大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810102,餐旅管理系,03-458-1196,6601,03-250-3901,angel0817@uch.edu.tw,www.hm.uch.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,07-735-8800,6202,07-731-5367,doafl@gcloud.csu.edu.tw,aflweb.csu.edu.tw/wSite/mp?mp=221513
1037,私立,技職校院,正修學校財團法人正修科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230125,時尚生活創意設計系,07-735-8800,6510,07-735-8927,modern@gcloud.csu.edu.tw,modern.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230203,數位多媒體設計系,07-731-0606,5502,07-731-5367,digital@gcloud.csu.edu.tw,media.csu.edu.tw
1037,私立,技職校院,正修學校財團法人正修科技大學,2,人文及藝術領域,23,設計學門,2304,空間設計學類,230404,建築與室內設計系,07-735-8800,3602,07-733-6830,arch@gcloud.csu.edu.tw,archi.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,07-735-8800,5103,07-733-7736,bm@gcloud.csu.edu.tw,ba.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理科,07-735-8800,5103,07-733-7736,bm@gcloud.csu.edu.tw,ba.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340307,國際企業系,07-735-8800,5012,07-731-1482,it@gcloud.csu.edu.tw,it.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3405,財務金融學類,340508,金融管理系,07-735-8800,5202,07-735-1225,fb@gcloud.csu.edu.tw,fb.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,07-735-8800,5302,07-731-5367,mis@gcloud.csu.edu.tw,www.mis.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理科,07-735-8800,5302,07-731-5367,mis@gcloud.csu.edu.tw,www.mis.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程系,07-735-8800,3402,07-731-5367,ectrical@gcloud.csu.edu.tw,electrical.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520101,電機工程科,07-735-8800,3402,07-731-5367,ectrical@gcloud.csu.edu.tw,electrical.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程系,07-735-8800,3202,07-733-1758,electron@gcloud.csu.edu.tw,www.ee.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520103,電子工程科,07-735-8800,3402,07-731-5367,electron@gcloud.csu.edu.tw,www.ee.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程系,07-735-8800,3702,07-732-7047,csie@gcloud.csu.edu.tw,www.csie.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程系,07-735-8800,3302,07-731-5367,mech@gcloud.csu.edu.tw,me.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520201,機械工程科,07-735-8800,3302,07-731-5367,mech@gcloud.csu.edu.tw,me.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520327,土木與空間資訊系,07-735-8800,3102,07-732-9254,civil@gcloud.csu.edu.tw,civil.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5206,工業工程學類,520601,工業工程與管理系,07-735-8800,3502,07-735-8808轉3504,iem@gcloud.csu.edu.tw,iem.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,5,工程、製造及營造領域,52,工程學門,5206,工業工程學類,520601,工業工程與管理科,07-735-8800,3502,07-735-8808轉3504,iem@gcloud.csu.edu.tw,iem.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,7,醫藥衛生及社福領域,76,社會服務學門,7604,兒童保育學類,760401,幼兒保育系,07-735-8800,6012,07-732-1962,ecce@gcloud.csu.edu.tw,ecce.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810103,餐飲管理系,07-735-8800,6162,07-731-5367,fbm@gcloud.csu.edu.tw,fbm.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,8,服務領域,81,民生學門,8102,觀光休閒學類,810201,觀光遊憩系,07-735-8800,6502,07-731-1600,trup@gcloud.csu.edu.tw,tourism.csu.edu.tw
1037,私立,技職校院,正修學校財團法人正修科技大學,8,服務領域,81,民生學門,8105,運動休閒及休閒管理學類,810504,休閒與運動管理系,07-735-8800,6102,07-735-8808轉6104,pe@gcloud.csu.edu.tw,csulsm.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,8,服務領域,81,民生學門,8105,運動休閒及休閒管理學類,810504,休閒與運動管理科,07-735-8800,6102,07-735-8808轉6104,pe@gcloud.csu.edu.tw,csulsm.csu.edu.tw/
1037,私立,技職校院,正修學校財團法人正修科技大學,8,服務領域,81,民生學門,8108,美容學類,810815,化妝品與時尚彩妝系,07-735-8800,3012,07-733-6384,cosmetics@gcloud.csu.edu.tw,cosmetic.csu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,2,人文及藝術領域,21,藝術學門,2109,應用藝術學類,210910,演藝與時尚事業學士學位學程,03-451-5811,88200,03-451-5814,amanda9659@gmail.com,www.bdpf.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230302,商業設計系,03-451-5811,81000,03-433-1780,jtyeh26@mail.vnu.edu.tw,www.cd.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,2,人文及藝術領域,23,設計學門,2303,產品設計學類,230307,商品設計系,03-451-5811,88100,03-451-6604,felice88100@gmail.com,www.pd.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理系,03-451-5811,63000,03-453-1297,min@oms.vnu.edu.tw,www.mba.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3408,行銷與流通學類,340802,行銷與流通管理系,03-451-5811,62000,03-462-0172,branca@mail.vnu.edu.tw,www.ml.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,3,社會科學、商業及法律領域,34,商業及管理學門,3499,其他商業及管理學類,349906,工業管理系,03-451-5811,61000,03-461-3715,legersu@vnu.eud.tw,www.ie.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理系,03-451-5811,66000,03-462-1348,linda@mail.vnu.edu.tw,www.im.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,4,科學領域,48,電算機學門,4803,軟體發展學類,480313,數位多媒體系,03-451-5811,71000,03-451-5811轉71001,tyngyeu@mail.vnu.edu.tw,www.dmt.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,5,工程、製造及營造領域,52,工程學門,5201,電資工程學類,520114,資訊工程系,03-451-5811,72000,03-451-5811轉72001,hsiao@mail.vnu.edu.tw,www.csie.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,5,工程、製造及營造領域,52,工程學門,5202,機械工程學類,520267,航空光機電系,03-451-5811,74000,03-462-2407,zenobiachao@mail.vnu.edu.tw,www.aom.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,5,工程、製造及營造領域,52,工程學門,5203,土木工程學類,520312,營建科技系,03-451-5811,54000,03-451-7602,trj@mail.vnu.edu.tw,www.ce.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,5,工程、製造及營造領域,52,工程學門,5209,環境工程學類,520901,環境工程系,03-451-5811,55000,03-462-2232,shu@mail.vnu.edu.tw,www.ev.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810101,旅館管理系,03-451-5811,86000,03-451-0156,hm86000@gmail.com,www.hm.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810103,餐飲管理系,03-451-5811,84003,03-462-8015,celine@vnu.edu.tw,www.fb.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,81,民生學門,8102,觀光休閒學類,810204,觀光與休閒事業管理系,03-451-5811,83000,03-451-4278,henry@mis.vnu.edu.tw,www.tl.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,81,民生學門,8108,美容學類,810802,化妝品應用與管理系,03-451-5811,82000,03-434-5846,shj648@mail.vnu.edu.tw,www.cm.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,81,民生學門,8108,美容學類,810810,美髮造型設計系,03-451-5811,88200,03-451-4811,janny1012@gmail.com,www.hsd.vnu.edu.tw/
1038,私立,技職校院,萬能學校財團法人萬能科技大學,8,服務領域,84,運輸服務學門,8402,航空學類,840201,航空暨運輸服務管理系,03-451-5811,88300,03-451-4811,lcf@mail.vnu.edu.tw,www.atsm.vnu.edu.tw/
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,21,藝術學門,2105,戲劇舞蹈學類,210522,影劇藝術學系,03-530-2255,5301,03-539-1291,chimei@hcu.edu.tw,http://psa.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,21,藝術學門,2107,綜合藝術學類,210709,藝術與創意設計學系,03-530-2255,3216,03-539-1251,snowwood@hcu.edu.tw,http://acd.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語學系,03-530-2255,5407,03-539-1255,bear@hcu.edu.tw,http://fll.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,22,人文學門,2208,宗教學類,220802,宗教與文化學系,03-530-2255,4217,03-539-1255,a1050228002@hcu.edu.tw,http://ird.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230104,時尚設計學系,03-530-2255,5303,03-539-1251,bee0405@hcu.edu.tw,http://fd.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,23,設計學門,2302,視覺傳達設計學類,230201,視覺傳達設計學系,03-530-2255,3216,03-539-1251,pink5244@hcu.edu.tw,http://vcd.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,2,人文及藝術領域,23,設計學門,2399,其他設計學類,239999,設計學院碩士班,03-530-2255,3217,03-539-1251,yuruw@hcu.edu.tw,http://cd.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,31,社會及行為科學學門,3105,心理學類,310501,應用心理學系,03-530-2255,5521,03-539-1239,mengting@hcu.edu.tw,http://ap.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,32,傳播學門,3201,一般大眾傳播學類,320101,大眾傳播學系,03-530-2255,3232,03-539-1291,ellen@hcu.edu.tw,http://gioc.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,32,傳播學門,3202,新聞學類,320206,廣播與電視新聞學系,03-530-2255,3231,03-539-1233,1050225013@hcu.edu.tw,http://dj.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,32,傳播學門,3299,其他傳播及資訊學類,329999,傳播學院碩士班,03-530-2255,3234,03-539-1233,ellen@hcu.edu.tw,http://gioc.hcu.edu.tw/front/bin/ptlist.phtml?Category=175
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,34,商業及管理學門,3403,企業管理學類,340301,企業管理學系,03-530-2255,5406,03-539-1292,kmhuang@hcu.edu.tw,http://ib.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,3,社會科學、商業及法律領域,38,法律學門,3801,一般法律學類,380101,法律學系,03-530-2255,5526,03-539-1212,mircro@hcu.edu.tw,http://law.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,4,科學領域,48,電算機學門,4801,電算機一般學類,480109,資訊管理學系,03-530-2255,5341,03-539-1252,janny0906@hcu.edu.tw,http://itd.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,7,醫藥衛生及社福領域,76,社會服務學門,7603,社會工作學類,760301,社會工作學系,03-530-2255,5518,03-539-1254,joanlin@hcu.edu.tw,http://sw.hcu.edu.tw/front/bin/home.phtml
1039,私立,大學校院,玄奘大學,8,服務領域,81,民生學門,8101,餐旅服務學類,810102,餐旅管理學系,03-530-2255,5408,03-539-1252,linda@hcu.edu.tw,http://hm.hcu.edu.tw/front/bin/home.phtml
1040,私立,技職校院,建國科技大學,2,人文及藝術領域,22,人文學門,2203,外國語文學類,220303,應用外語系,04-711-1111,3700~3703,04-711-1143,afl@ctu.edu.tw,afl.ctu.edu.tw/bin/home.php
1040,私立,技職校院,建國科技大學,2,人文及藝術領域,23,設計學門,2301,綜合設計學類,230138,創意生活應用設計研究所,04-711-1111,2243,04-711-1114,rhchen@ctu.edu.tw,proj75.ctu.edu.tw/CD_home.html
