學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數（D）全校境外(新生)學生實際註冊人數(D)(107學年度新增),當學年度全校新生註冊率,全校招生特色說明
107,私立,技專校院,1031,輔英科技大學,2966,2,2701,38,91.24,本校為全國第一所私立醫護類職業學校，91年改制為科技大學，為第一所除了護理類科之外，發展相關醫學、理工與人文的私立科技大學，全國科技大學中唯一設有附設醫院的學校，以培育健康科技專業人才為教育目標。建校迄今60年，培育護理師逾六萬名，服務於國內各級醫事機構。設有碩士班、四技、二技及五專四種學制、16個系級學術單位及學士後牙科助理學位學程。設有10個通過政府認證的專業技術鑑定試場。醫護國考證照通過率均超過全國考照率，護理師通過率達8成以上，更於106年度護理師高考榮獲全國榜首，前十名佔2名。106年度畢業生就業率高達90%。104學年度接受科技大學評鑑及105年教育部大專院校統合視導項目全數通過。連續5年榮獲亞洲交換學生計畫白金獎。106-107學年度榮獲教育部之高教深耕計畫、優化技職校院實作環境計畫、產業學院計畫、勞動部就業學程計畫等，爭取補助金額達1億元以上，為首屈一指之健康專業科技大學。
107,私立,技專校院,1032,明新學校財團法人明新科技大學,3606,0,2853,490,81.62,1.強化行政效能，建構學習組織。 2.落實全人教育，厚植核心職能。 3.打造優質校園，體現服務關懷。 4.提升公共性質，落實資訊公開。 5.實踐在地連結，善盡社會責任。 6.精進教學品質，確保學習成效。 7.強化產學鏈結，縮短學用落差。 8.深化語言能力，增益國際視野。
107,私立,一般大學,1033,長榮大學,2995,0,2345,97,78.98,本校為基督教大學，秉持「全人牧育，長榮永續」的教育理念，確信「敬天、愛人、惜物、力行」的核心價值，逐步實踐邁向國際卓越的基督教大學。本校創校僅25年，但已受到各界的肯定，學生人數也不懼少子化的影響仍維持有萬人之學校。本校具有得天獨厚的交通網路，校門口有台鐵沙崙支線的長榮大學站連結高鐵台南站與台鐵台南站，提供極具競爭力的基礎交通環境。為全力打造優質學習環境，本校今年也將動工募款籌建的百年藝術建築教堂、珍古德生態教育中心、教育部補助的糖廍文化園區，提供學多元的學習環境。另，由於全球化的發展趨勢已銳不可擋，鼓勵同學積極與國際接軌，踴躍爭取海外交流機會，積極開拓國際視野。亦鼓勵同學參與本校各式國際化活動與學習機制，豐富自己在學的學習履歷。為落實國際化，本校於今年在日本宮古島設立的「長榮大學日本教育中心」，並引進台灣角川國際動漫連結學系，希望透過更多的企業產業合作，提供本校學生未來無限發展的可能性。
107,私立,技專校院,1034,弘光科技大學,3528,0,3293,104,93.53,本校秉持「以人為本、關懷生命」的辦學理念，下設護理系所(含博士班)、護理科、學士後護理系、生科系所、物治系、營養系暨營醫所、語聽系、動保學程、應英系、文創系、老福系所、運休系、食科系所、幼保系、妝品系所、美髮系、健康系所、資管系、餐旅系、環安系所暨職安所、醫工系及資工系。辦學績效優異，深獲各界肯定，包括：獲教育部高等教育深耕計畫107年1億1263萬元補助，補助金額排名全國私立科大第四、中部及北部私立科大第一；連續12年獲教育部獎勵教學卓越計畫，並獲「教育部補助發展典範科技大學計畫」，為中部地區私立科大及健康民生領域唯一獲經費補助之學校；103年度「通過」科技校院認可制校務評鑑，系所自我評鑑結果亦獲教育部全數「認定」之殊榮，為全國9所科大率先通過系所評鑑免評學校之一。本校現階段已成為全國科技大學醫護及民生實務人才培育及技術研發之重點學府，未來將朝向「亞太地區健康與民生領域的領航科技大學」之目標邁進。
107,私立,一般大學,1035,中國醫藥大學,1721,1,1567,112,91.65,大學部招生特色說明：一、以本校校訓「仁慎勤廉」為培育人才之最高原則，培養兼具科學能力及人文關懷素養之醫事人才。二、配合多元入學之機制，落實公平公正，平衡城鄉及適性選才之功能。三、促進各系發展自我特色。四、保障弱勢學生教育機會。  研究所招生特色說明：一、彈性招生 (一)每位考生可跨院報名3個系所，提供學生多元選擇興趣 及研修領域(二)系所不分組招生(教學分組)。二、鼓勵優秀大學部學生上修碩士班課程，於正式進入碩 士班後，可抵免部份課程學分，縮短修業年限。三、逕讀博士班 (一)以學生正向學習態度為口試甄選之要項 (二)鼓勵本校優秀學生一貫修讀學、碩、博士學位，縮短 修業年限。四、增加研究生獎助學金。
107,私立,技專校院,1036,健行學校財團法人健行科技大學,3394,3,2957,465,88.74,創校以來，配合國家整體產業環境及技職教育目標，不斷充實設備，延攬國內外優秀人才到校執教，全面提昇教學品質與導入實務課程，積極進行產學合作與國際交流，希望透過實務課程及專業能力落實，強化學生專業技術競爭力，並輔以服務學習、企業倫理與自然人文並重的通識課程等，使本校學生在校能好學有禮，畢業能充分就業，並養成自我反思、自我提升與終身學習的特質，將學生的永續發展列為最終目的。連續四年皆獲教育部遴選為教學卓越大學。學生大四進入企業實習，合作廠商包含：神通資訊、崧旭資訊、新日光能源科技、春源鋼鐵、王品集團、古華飯店、永豐銀行、聯邦銀行、富邦金、采盟、永儲、新竹物流等，讓學生提早取得就業門票。規劃完善的深造與就業輔導措施，在就學期間，分別透過生涯興趣量表測驗、學習地圖、就業地圖、生涯檢核書、企業參觀、職場導覽、校園徵才、學生學習歷程檔案系統、職涯輔導種子教師等機制，協助學生掌握未來的發展方向。
107,私立,技專校院,1037,正修學校財團法人正修科技大學,5448,2,5073,243,93.44,1.教學品質保證：101-105年度獲教育部『典範科技大學』之肯定；連續12年獲教學卓越大學獎勵，另被評比為產學合作頂標學校且科大評鑑成績超越國立科大。 2.學制設置完整：設博、碩士(在職)班、日四技、五專(土木及建築科)，進修部二專、二技、產學訓、產學攜手、雙軌旗艦與產學碩士等具實務導向專班，提供升學與就業機會。 3.招生管道多元：提供技職繁星入學、高中申請入學及技優甄審、甄選入學、運動績優單招、聯合登記分發及四技進修學制單獨招生等多元入學。 4.落實技職特色：每年邀請近千位產業界專業人士協同授課與產業實質接軌；更連續22年獲頒產學合作績優獎，全面提升學生實務力與就業競爭力。 5.優渥獎助學金：訂定研究生、四技新生、運動績優等入學獎勵辦法，入學後提供各類獎學金、助學金及工讀機會。
107,私立,技專校院,1038,萬能學校財團法人萬能科技大學,3702,8,3160,44,85.71,1航空城大學全國唯一：離桃園機場最近的科大，享有航空產業合作資源。2北台灣第一桃竹苗首選：106私立科大新生註冊人數北台灣第一，106科技大學新生註冊率桃竹苗區第一。3五星級套房宿舍全新落成：智慧綠建築四人房，全新290間套房，提供1116個床位。4實習就業全國第一：大四全面實習，就業無縫接軌。5科大大學部國際化第一：105學年度大學部外籍學生逾300人，全國科大第一。6菁英百萬就業百萬：除國立收費外，另有菁英獎助學金40萬。7航空餐旅全國最大：觀光餐旅暨管理學院人數達7500人，跨2種以上專業領域學習，提昇國際就業競爭力。8設計時尚國際發光：師生榮獲教育部技職之光，國際iF、Red Dot設計大獎，引領國際設計流行時尚。9航空工程快速起飛：與航空界龍頭華航、長榮、漢翔、亞航…產學策略聯盟，接軌波音、空中巴士等國際大廠。10三鐵一港交通便捷：高鐵、台鐵、捷運與機場便利交通網。
107,私立,一般大學,1039,玄奘大學,1415,0,755,38,54.58,玄奘大學是由佛教界集資興建的高等教育學府，民國86年3月25日奉教育部核准成立，並於86學年度開始招生。93學年度獲教育部正式核定升格大學，配合增設系所及學院系所調整，分別設立社會科學院、傳播學院、國際餐旅暨管理學院及設計學院，建構完整的大學學院組織架構。本校獲得教育部教學卓越計畫補助，在大學校務評鑑，獲高等教育評鑑中心五個項目全數認可通過，未來將持續深耕成為教學卓越大學。本校的設校宗旨為：研究學術、培育人才、傳授知識，並以正知正見闡揚真理，淨化人心，服務社會，促進國家發展。為德業陶冶、悲智本懷、勤奮自發、堅毅自強等精神，訂定德智勤毅為校訓。因此，本校秉持效法玄奘堅毅精神，開創承先啟後的生命無限價值；透過全人教育，以期能透過專業學院一通識教育，由專業發展、個人自主、社會關懷、職涯發展幾個面向，培育兼具專業職能，自主與務實、人文與社會關懷、多元文化視野的玄奘人。
107,私立,技專校院,1040,建國科技大學,3059,1,2149,178,71.91,1.教室、實驗室、辦公室、學生宿舍全面空調化，圖書館資訊化。 2.工程學院全面通過技術教育認證(TAC)；設計學院全面通過設計教育認證(DAC)。 3.連續9年榮獲教育部教學卓越計畫三億三仟萬元獎助。 4.與上銀科技、漢翔航空、鴻海科技、全興工業、九族文化村、宏全國際、統一渡假村、福泰商務飯店、永豐棧酒店、曼都國際、媚登峰國際、泰金寶科技（海外）公司等數十餘所大型企業簽訂產學合作，提供學生實習及就業機會。 5.重視創新研發，榮獲美國、德國、瑞士、法國、俄羅斯、義大利、烏克蘭、日本、韓國、馬來西亞、台北等國際發明展奪得340金268銀118銅149特別獎等獎項。 6.訂有學生基本能力畢業門檻及相關輔導措施，提升學生之就業競爭力。 7.與國內67所高中職結合成策略聯盟合作關係，共享教育資源。 8.重視大學國際化與15個國家216所大學簽訂合作協議。
107,私立,技專校院,1041,明志科技大學,1211,5,1091,29,90.69,本校設有工程學院（機械工程系、電機工程系、電子工程系）、環境資源學院（化學工程系、材料工程系、環境與安全衛生工程系）、管理暨設計學院（工業工程與管理系、經營管理系、工業設計系、視覺傳達設計系），十系均設置碩士班、化工系另設生化工程碩士班，共11 個碩士班，105 學年起設立能源電池科技博士學位學程，培育綠色能源研發人才。本校實施全體住校，綠地廣闊、景緻優美，成立約50 個學生社團，校園生活活潑豐富，讀書風氣盛。本校並實施全薪工讀實習制度，與約200家中大型企業合作，大三學生均須在國內外企業實習一年，畢業後即具備完整的實戰工作經驗，與就業市場無縫接軌。秉承創辦人王永慶先生「辦最好大學」的理念，人才培育上，本校自創校起即以著重勤勞樸實態度養成，實施全體住校、書院輔導、工讀實務實習等制度，加強專業知能培訓、充實通識教育及服務學習涵養，推動身心靈均衡發展的全人教育，培養畢業生成為「產業最愛人才」。
107,私立,技專校院,1042,高苑科技大學,2531,0,1062,266,47.48,區位優勢:1.座落在高雄科學園區內的優質產業型科技大學。2.校內設有自然史教育館的科技大學。辦學績優:1.榮獲教育部獎助102至107年度高教深耕/教學卓越計畫逾2億3千5佰萬元。2.榮獲教育部獎助第二期技職再造計畫逾1.04億元。3.師生參加國際發明展與設計競賽勇奪近600面獎牌。教學特色:1.培育學生具備創意、創新、創業的「三創人才」，將專利發明列為創新導向的教育目標，鼓勵學生將研究成果專利化，提高產業應用價值。2.推動『一證三照』，學生畢業時除了畢業證書外，分別考取英語、基本資訊與專業證照，就業競爭力百分百。3. 落實「一生六師」計畫與「階梯式的實習機制」輔導學生學習與就業無縫接軌，畢業即就業。4. 簽署跨國實習合作計劃，實習企業遍布全球，培養世界級就業即戰力。5.設有「咖啡書屋」、「卓越園區」、「水域活動教練場」、「日本文化學苑」、「健身工坊」等多功能學習領域。
107,私立,技專校院,1043,大仁科技大學,2649,1,1896,19,71.80,本校創校53年，以藥學起家，系所專業類別多元，設有藥學暨健康學院、休閒暨餐旅學院、人文暨資訊學院等3個學院，包括：6個研究所、18個系與學士學程。本校立足於五大特色：幸福能力教育、幸福產業創新、全面實習實作、關懷社會幸福及提升學生國際視野，實踐本校成為「藥健幸福創新與實踐的典範科技大學」之目標。各系均建置與時俱進的實作設備，並不定期安排企業參訪及業師協同教學等，為學生之實習與日後就業預先鋪路。各系設有融滲服務學習的專業課程和通識課程，每學年至少開設25門以上內涵服務學習相關課程。全校各系皆開設校外實習課程，建教實習合作廠商超過700家，畢業生就業率達90%以上。學生可參與常態性的海外實習、國際志工、參與國際發明展等活動，提升國際視野。每年開辦各類就業學程、產業學院課程，以學生為本，提升學生就業競爭力，學習、實習、就業、創業一條龍，畢業沒煩惱。
107,私立,技專校院,1044,聖約翰科技大學,1088,2,666,76,63.86,本校提供多元的入學管道，四技日間部設有【工程學院】、【商管學院】、【民生與設計學院】3學院16系6個研究所，並配合產業需要招收雙軌旗艦班，未來更規劃與業界攜手合作之產學專班。培育德才兼備具整合與實作能力的人才。五專部，則提供五專學生學習專業技能的最佳求學環境，亦有多元的選擇與適性發展的類科；設有【工業工程與管理科】、【電子資訊科】、【電機工程科】、【應用英語科】、【車輛工程科】等不同的專業領域，運用大學教育資源、培育具創意思考、學用合一及務實致用的專科人才。境外生則可選擇二技日間部境外生專班或四技日間部，提供客製化課程及臺灣深度文化課程，讓境外生與本國籍學生進行交流。
107,私立,技專校院,1045,嶺東科技大學,2725,0,2594,23,95.23,本校自創校之初，即以「學以致用、誠以待人」為校訓；2017年，衡酌國際潮流及社會發展趨勢，更提出了「專業優質、穩健成長、精緻規劃、特色創新」為辦學理念，「厚植通識素養，精進博雅教育、推動創新教學，深化實務知能、落實在地連結，共創產學價值、精進跨域學習，多元職能加值、拓展國際視野，強化南向交流、實踐社會責任，優化社區生態」為六大發展目標，作為本校重要的發展方向。除繼續秉持創辦人辦學的基本理念外，更期盼以前瞻的視野與胸懷，培育具有全人素養、專業知能、資訊運用及國際視野的優質人才。在今日世界各國宛若地球村的年代裡，本校將持續秉持穩健發展、追求卓越的精神，期許自我成為一所教學卓越的專業應用型大學，並成為臺灣技職教育的特色學府。
107,私立,技專校院,1046,中國科技大學,3365,1,2524,30,75.25,畢業生企業愛用：102年Cheers雜誌排名，私技職校院第5，103年遠見雜誌調查第4。教育部104年公告全國99學年度畢業生就業率，15系中12系高於全國平均。產學創新績優：具實務經驗或證照專任教師佔88%、兼任85%，後者專業比列全國第1。與183家企業夥伴聯盟。獲部會學生創業競賽獎累積高達441萬。105年獲大專校院試辦創新計畫130萬。卓越教學豐碩：連續12年教學卓越計畫，以自評結果申請免受教育部評鑑。103年獲通識教育績優獎。師生屢獲IF、紅點國內外競賽大獎。學生進行國際兩岸研習與實習活絡，美國MSU雙聯學位助學生圓夢。專業特色--規設院：從營造、空間、平面到互動影音，栽培全方位設計人才。商院：智慧商業科技、金融服務與資產管理、多國籍企業與跨境電商。管院：商品與服務管理、數位行銷管理、觀光餐飲與旅宿管理。資院：App檢測與開發、大數據智慧商務、物聯網應用與安全檢測。
107,私立,技專校院,1047,中臺科技大學,2908,0,2384,37,82.21,本校設有醫學檢驗生物技術系(碩士班)、醫學影像暨放射科學系(博、碩士班)、醫療暨健康產業管理系(碩士班)、牙體技術暨材料系(碩士班)、護理系(碩士班)、食品科技系(碩士班)、兒童教育暨事業經營系、行銷管理系、資訊管理系、應用外語系、環境與安全衛生工程系(碩士班)、國際企業系、老人照顧系、視光系、生物科技暨醫學工程研究所、文教事業經營研究所與長期照顧碩士學位學程，共14系2獨立研究所1學位學程。以培育社會所需具「技術專業、人文關懷」之健康產業專業人才為教育目標，透過基本素養能力培育學生成為具備關懷、誠信、獨特、服務與團隊合作之專業人才。學生基本素養如下：一、專業技術與實作能力；二、語言與資訊應用能力；三、自然數理與社會科學能力；四、人文關懷與實踐能力；五、多元文化與藝文能力；六、溝通協調與團隊合作能力。2018企業最愛私立科技校院中臺科大排名第9名，2018年Ranking Web of Universities 全國排名第67名，於私立科大中居第7名。
107,私立,一般大學,1048,亞洲大學,3267,0,3039,103,93.23,亞洲大學是一個前瞻，有遠見且快速成長的學校。創校四年即改制為亞洲大學，我們有新穎的教學設備與完善的學生宿舍，將近85個不同性質的社團，豐富您的大學生活，達到身、心、靈的健康發展。  除了注重專業知識的教導，我們也重視人文素養及推動品德教育的提升，積極打造「人文特色和典雅藝術的花園大學」，例如：羅馬競技場外觀的室內體育館、仿歐洲古宮殿外貌的行政大樓及圖書館，校園綠意盎然，襯托大小荷花池和太極湖，荷香凌波，桃李成蹊，校園處處有世界名家之藝術真品。  亞洲大學附屬醫院也於105年8月1日起營運，秉持「救急、救心、救腦、救命」使命，照護臺中、南投、彰化等鄰近百萬民眾身體健康，並可提供亞大學生最近、最完善的實習場域，達到「專業、實習、就業」一條龍培訓，極受學生和家長喜愛。  亞洲大學豐富多元的教學資源、優美典雅的校園，期待細心體驗，預祝你有一個多采多姿的大學生活
107,私立,一般大學,1049,開南大學,2005,0,1450,173,74.52,一、開南大學設有商學院、觀光運輸學院、資訊學院、人文社會學院、健康照護管理學院等五大學院。  二、擁有鄰近國際機場的優勢，培養具有國際前瞻性的觀光餐旅、物流及空運人才，並為順應資訊、網路為主軸的時代來臨，培養資傳、資管及數位媒體專業資訊人才。  三、為建立開南人隨時掌握全球資訊、吸收新知，本校設有樂活中心、大數據生活智慧館、語言教室、東京館、無線上網、4K影視後製中心等，提升全校師生  在E世代競爭環境應具備的國際化設備。  四、本校強調國際化人才的培育，推動全英語教學的商學院國際榮譽學程，並建構英語化的學習生活環境，開南人培育優質的世界公民，學習英語就在開南。  五、一流專業師資，重視教學品質，本校高達9成博士級師資比率領先全國(助理教授級以上師資)。  六、本校設有新生入學獎助學金及學業、證照獎學金以培植優秀學子。  七、以上說明如有未盡事宜，悉依本校學則及相關法令規定辦理。
107,私立,一般大學,1050,佛光大學,1246,2,1017,42,82.35,本校位於宜蘭縣礁溪鄉，自民國82年開始籌設，其間歷經7年的環境影響評估及校區雜項工程施工，投入10餘億資金及無數人力物力，於89年7月正式招生。本校係一所社會性、綜合性的大學，不僅重視學生的專業能力，更在乎全人的發展。開辦之初，先獲准招收研究所，後再陸續開設學士班，其目的是以「碩、博士班」為基石，穩固教師質量及教學品質，並以研究所的先修理念規劃學士班的課程，期許同學可以具備成熟的人格特質和基本的學術研究能力。本校現有5個學院、15個學系及1個獨立研究所，學制含括學士班、碩士班、碩士在職專班及博士班，本校除榮獲教育部教學卓越大學、高教深耕計畫，大學校院通識教育暨第二週期系所評鑑亦全數通過，並以發展精緻教學型大學為目標，積極鼓勵教師精進研究、激勵學生學習動機及提升學習成效、促進生涯與職涯發展，同時提升研究特色品質與增強國際化程度，以追求永續發展邁向卓越。
107,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,3471,2,3072,28,88.65,1.教學卓越：2013-2017年榮獲教育部教學卓越計畫補助總計1.5億元。 2.評鑑績優：「2012學年度科技大學評鑑」行政類及22系所榮獲一等。 3.技職唯一：技職校院唯一設有美術、音樂、舞蹈系的科技大學。 4.文創領航：以文化創意融入教學，學風自由活潑，重視創意發想。 5.多元價值：德、智、體、群、美、技六育並重，強調服務學習，培養體魄品德。 6.務實致用：強調實務學習，就業導向教學，與職場工作無縫接軌。 7.國際視野：營造國際化學習環境，促進學生國際交流，提升學生國際移動力。
107,私立,技專校院,1052,遠東科技大學,2341,0,1506,32,64.81,"本校於民國89年開始進行創造力教育，並以創意實踐(I：Innovation)、人格教育(D：Discipline)、卓越教學(E：Excellence Teaching)、產學聯盟(A：Alliance)與關懷學生(L：Love)之IDEAL100為本校發展理念。檢視過去幾十年來執行成效，不論是在各種制度建置、教學環境改善、學生學習成效改善、學生就業能力提升等方面，皆有大幅的進步。其中，在創意教學部分：培養學生「想得到」能力，師生專利申請件數已超過4,570件，連續15年全國大學第一。在創新研發部分：培養學生「做得出」能力，國際發明展獲獎獎牌已超過600面，其中金牌超過199面，全國大學第一。在創業育成部分：培養學生產品「賣得掉」能力，創業競賽名揚國際，至目前累積之競賽獎金已超過3,200萬元，全國科技大學第一。綜上所述，本校已儼然成為國內三創教育的標竿大學。"
107,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2430,0,1849,89,76.94,本校發展定位為「i3BEST」，以「創新、整合、智慧」的執行策略達成「產學標竿」、「教學卓越」、「學校永續」、「特色專業」的目標，並以「醫事科技」、「健康管理」、「福祉產業」發展為具生醫健康特色的實務教學大學。走在大健康產業尖端，本校擁有台灣最齊全的醫護、健康及福祉產業管理系所，貼近台灣高齡化社會所需人力需求。本校在企業最愛大學中名列前茅，不但為學生提供就業所需的學習和準備，除基本專業知識更兼顧理論與實務，也安排學生至海內外各大醫院及業界實習與見習。本校與策略聯盟及建教合作廠商有500多家，是全台與生醫相關企業簽約最多的學校。本校亮點：為全國承辦/協助最多地方政府健康城市及食安五環的科技大學；為中北八縣市唯一醫護健康專業學校；擁有全國唯一勞動部設立醫護職涯體驗中心；全國唯一大學設置影像醫學博物館；本校智慧精準運動中心與哈佛大學合作；企業最愛本職在職率最高及高薪就業率高之學校。
107,私立,技專校院,1054,景文科技大學,2331,0,1755,167,76.94,1.本校共計14系、7組、1學位學程，四個學院1.觀光餐旅學院2.商管學院3.人文暨設計學院4.電資學院，是教育部獎勵的「教學卓越計畫」大學。 2.本校特別注重產學雙向交流，強化產學合作教學，積極推動學生校外實習與海外實習，與18國138校（單位）海外合作學校簽訂合約，就學國際化。為培養學生具就業競爭力，成立學生職涯發展中心，規劃一系列之輔導課程與活動，以達畢業即就業之辦學宗旨。 3.建構外語教學環境，強化學生外語能力，推動國際交流與師生互訪。 4.本校教師多具有實務經驗，符合科技大學之教育政策。教育部2014年首次辦理之科技大學認可制評鑑，本校校務類、專業類系所全數通過。 5.本校日間部學雜費為國內所有私立科技大學及技術學院中收費最低，在公益董事會之督導下，一切學校收入用在教學研究。 6.2018《遠見雜誌》企業最愛大學生調查，獲全國第二。
107,私立,技專校院,1055,中華醫事科技大學,3018,0,2279,222,77.19,創校50週年的中華醫大，一向來強調全方位的教育理念，教育目標除了專業知能的發展外，也重視學生人文素養與社會關懷精神的啟發，以培養能夠適應多元社會變遷能力的青年為職志。因此，不但提供多元化的學習環境，包括知性發展、語文思考能力表達、正確的工作態度，並訓練其獨立的人格、穩定的情緒、強健的體魄與團隊合作精神，讓學生能伸展觸角，作廣泛涉獵，達成全人教育功能，增進其競爭力與發展潛能。歷年來本校學生在醫檢師、護理師、營養師、食品技師等國家考試中，及格率屢創新高；安全衛生管理師、疾病分類員、中餐烹飪、西點烘焙、檢驗分析、保育員、保母、美容師等証照技能檢定考亦捷報頻傳。校內學生社團蓬勃發展，學生參與度高，在社團活動中快樂成長學習，值得一提的是，本校運動風氣興盛，重視強建體魄之鍛練，因此田徑代表隊健兒年年都在全國大專運動會上大放異彩。
107,私立,技專校院,1056,東南科技大學,1867,3,1501,147,81.95,1.發展以就業為導向的新學習模式：重視實務課程、推動專業實務實習、開設產學訓用整合學程，保證就業、保證高薪。 2.建立教學品保系統、重視學生學習成效：建置完整的課程地圖及學生學習歷程檔案，輔導學生考取稀少性、關鍵性、國家級、國際級技術證照；積極參與國際教育認證並與國際接軌。 3.關注、關心、關懷與關照的全方位學生輔導：關注學生學習適應；關心學生課業與就業發展；關懷學生學習環境；關照學生身心靈健康。 4.全人教育的培育：重視學生品德教育，透過博雅課程、社會參與式服務學習以及社團活動，建立學生正向思維，養成正確價值觀與處事態度。
107,私立,技專校院,1057,德明財經科技大學,2194,2,1735,132,80.34,1.本校1965年創校，2007年改名科技大學，為國內第一所財經科技大學，秉持「篤信好學」之校訓，培育財金、商管及資訊專長之學生。2.獲教育部獎勵大學教學卓越計畫，提升本校教學成果與績效。3.本校財金學院與管理學院有最完整的商業類系，可滿足學生的興趣與選擇。4.各系全力推動就業學程、產學合作及校外專業實習，並鼓勵學生取得證照，落實就業接軌。5.致力品格教育，推動服務學習、學程化課程設計，並拓展國際交流、加強學生外語能力，增進學生國際觀，提升就業競爭力。6.2018年獲「企業最愛大學生」私校財金學群第二名。7.2016年獲「企業最愛畢業生」商業類私校科大第二名。8.2016年獲教育部北區技專校院教學資源中心「教學提升計畫」特優。9.教育部認可制評鑑，本校均獲「通過」之最優成績。10.三度榮獲「年度品格教育特色學校」。11.與美國明尼蘇達州曼徹普立敦大學、日本星城大學等多校簽訂大學雙聯學位。
107,私立,一般大學,1058,明道學校財團法人明道大學,1664,22,773,154,51.61,1.校園環境優美：51公頃校園綠意盎然，書院式建築，教學、休憩、運動分區機能完善，為有機生態及永續能源的示範校園。2.全面實務實習：本校定位為產學型大學，強調學中做、做中學，嚴選海內外實習企業，落實學用合一，紮實培育學生就業力，畢業即就業。3.校園國際化：境外生比例約16%，與美加日韓中等多國大學合作，為CONAHEC、SQA國際交換學生組織成員，每年提供百名以上海外交換或實習名額。設有19個海外辦事處，推動海外學習及實習。4.獎助學金多：提供多項獎助學金及助學措施，如：菁英獎學金(大學四年學雜費、住宿費全免)、繁星及技藝優良獎學金、偏遠地區免住宿費。結合企業資源，提供5年3000萬助學金，幫助經濟弱勢學生安心就學。5.生活機能完善：學生宿舍皆為獨立衛浴套房。溫水游泳池、健身房、室內外球場、探索教育場等運動設施完善，多家客運公車進入校園，校內有便利商店、超市，生活機能健全豐富。
107,私立,技專校院,1060,南開科技大學,1420,0,1025,95,73.93,(一)獎助學金優渥：提供約三千萬元之新生入學獎學金。 (二)辦學績效卓越：本校連續十二年獲教育部教學卓越大學獎勵，中部私立科大第一。 (三)交通路線便捷：本校距台中火車站約30分鐘車程，並提供中彰投縣市十餘條便捷之校車路線，此外台中市108路公車更以本校為起迄站，可直通台中火車站及一中街商圈。 (四)學習環境優質：校園建置高速光纖及無線網路與全e化冷氣教室，透過教師自行設計的數位教材進行生動活潑的互動式教學。 (五)生活設施完善：校園內設置全家便利商店、美食餐廳、書局及新穎的冷氣網路套房式宿舍。
107,私立,技專校院,1061,中華學校財團法人中華科技大學,2065,5,1455,6,70.72,本校配合政府培育高科技與管理人才之教育政策為依歸，秉持「誠正法新」之校訓，配合國家建設及產業發展之需要，培育科技與人文兼備之專門人才，以服務國家社會為宗旨，衍生出辦學理念為「落實技職教育、創新工商科技、推展全人教育」。本校定位為實務教學型科技大學，並以「培育具注重職業倫理、敬業精神、人文關懷的科技與專業人才」為教育目標，同時以「成為一所優質教學與產學合作具特色之科技大學」為發展願景。本校特別著重公民力、就業力與創造力等基本素養能力之養成，搭配相關課程訂定專業能力及社會能力等所需之核心能力，建立優質特色課程，並結合現今行動上網趨勢，推動全面課程數位化，以提升學習成效。藉由各項教學資源運用、產學鏈結、以及畢業能力檢核，期使學生畢業後能在工程、商業、管理、健康生活、航空等領域發光發熱，以全面提昇學生就業競爭力。
107,私立,技專校院,1062,僑光科技大學,2650,0,2552,70,96.40,僑光科技大學招生特色： 1.環境優越便利 2.深耕技職教育 3.創造就業優勢 4.畢業前即就業、就業百分百 5.強調特色教學、點亮技職光芒
107,私立,技專校院,1063,廣亞學校財團法人育達科技大學,1642,7,1234,229,78.49,本校辦學為培養務實致用的應用服務管理人才，積極與地方產業合作，推動學生專業實習，落實技職教育特色。設有三個學院：(一)科技創新學院下設資訊管理系、行銷與流通管理系、多媒體與遊戲設計系、物聯網工程與應用學士位學程；(二)人文社會學院下設應用日語系、幼兒保育系、健康照顧社會工作系；(三)觀光餐旅學院下設休閒事業管理系、休閒運動管理系、餐旅經營系、時尚造型設計系。本校推動一證多照，開設跨領域學分學程課程、證照輔導課程及輔導考照措施，使學生畢業擁有大學文憑外且擁有多張證照。本校與知名優質企業產學合作，推動學生全面實習無縫接軌就業，畢業生就業率達84.08%，每年選送百位以上學生進行海外實習、國際競賽、參訪研修或志工服務，拓展學生國際視野。另設資訊管理系、行銷與流通管理系及休閒事業管理系三個碩士班，整合政府政策與地方產業特色，以觀光休閒、文化創意及健康生活三大主軸規劃教學內涵，豐富產業與學術視野。
107,私立,技專校院,1064,美和學校財團法人美和科技大學,3288,0,2290,1,69.66,一、培養學生新五倫好品德與五靜好習慣二、推動三明治教學與適性教學三、推動特色翻轉課程四、推廣近身典範課程五、推展學生海外帶薪實習六、開設英語、越語及日語等外語課程供學生選修以提升其就業競爭力七、辦理越南境外專班
